2023-12-12 11:54:49 {"sensorData": "55","sensorId": "lpgOrj","timestamp": "2023-12-12T10:54:49.440Z"}
2023-12-12 11:55:41 {"sensorData": "2","sensorId": "dD8CTs","timestamp": "2023-12-12T10:55:41.941Z"}
2023-12-12 11:55:41 {"sensorData": "24","sensorId": "jyA7Zv","timestamp": "2023-12-12T10:55:41.992Z"}
2023-12-12 11:55:42 {"sensorData": "68","sensorId": "kx8Eso","timestamp": "2023-12-12T10:55:42.042Z"}
2023-12-12 11:55:42 {"sensorData": "71","sensorId": "cKF2ub","timestamp": "2023-12-12T10:55:42.093Z"}
2023-12-12 11:55:42 {"sensorData": "61","sensorId": "aCQb3O","timestamp": "2023-12-12T10:55:42.143Z"}
2023-12-12 11:55:42 {"sensorData": "57","sensorId": "K6rSsP","timestamp": "2023-12-12T10:55:42.194Z"}
2023-12-12 11:55:42 {"sensorData": "47","sensorId": "fbrqyn","timestamp": "2023-12-12T10:55:42.244Z"}
2023-12-12 11:55:42 {"sensorData": "42","sensorId": "OBdOcI","timestamp": "2023-12-12T10:55:42.295Z"}
2023-12-12 11:55:42 {"sensorData": "44","sensorId": "uJIs9o","timestamp": "2023-12-12T10:55:42.345Z"}
2023-12-12 11:55:42 {"sensorData": "59","sensorId": "10VBUa","timestamp": "2023-12-12T10:55:42.396Z"}
2023-12-12 11:55:42 {"sensorData": "95","sensorId": "cQWiRc","timestamp": "2023-12-12T10:55:42.446Z"}
2023-12-12 11:55:42 {"sensorData": "40","sensorId": "dpeRRf","timestamp": "2023-12-12T10:55:42.497Z"}
2023-12-12 11:55:42 {"sensorData": "37","sensorId": "RL0biy","timestamp": "2023-12-12T10:55:42.547Z"}
2023-12-12 11:55:42 {"sensorData": "58","sensorId": "gKL7yu","timestamp": "2023-12-12T10:55:42.598Z"}
2023-12-12 11:55:42 {"sensorData": "60","sensorId": "ivGk9q","timestamp": "2023-12-12T10:55:42.648Z"}
2023-12-12 11:55:42 {"sensorData": "2","sensorId": "OsMRIO","timestamp": "2023-12-12T10:55:42.698Z"}
2023-12-12 11:55:42 {"sensorData": "16","sensorId": "nTR4uH","timestamp": "2023-12-12T10:55:42.749Z"}
2023-12-12 11:55:42 {"sensorData": "3","sensorId": "B3lHBV","timestamp": "2023-12-12T10:55:42.799Z"}
2023-12-12 11:55:42 {"sensorData": "22","sensorId": "Zf07yu","timestamp": "2023-12-12T10:55:42.850Z"}
2023-12-12 11:55:42 {"sensorData": "42","sensorId": "vLy93b","timestamp": "2023-12-12T10:55:42.900Z"}
2023-12-12 11:55:42 {"sensorData": "62","sensorId": "zPcMxS","timestamp": "2023-12-12T10:55:42.950Z"}
2023-12-12 11:55:43 {"sensorData": "18","sensorId": "PpAghJ","timestamp": "2023-12-12T10:55:43.001Z"}
2023-12-12 11:55:43 {"sensorData": "53","sensorId": "IufyA4","timestamp": "2023-12-12T10:55:43.051Z"}
2023-12-12 11:55:43 {"sensorData": "77","sensorId": "WoBiX0","timestamp": "2023-12-12T10:55:43.102Z"}
2023-12-12 11:55:43 {"sensorData": "81","sensorId": "PZYeCY","timestamp": "2023-12-12T10:55:43.152Z"}
2023-12-12 11:55:43 {"sensorData": "37","sensorId": "ZGlDUJ","timestamp": "2023-12-12T10:55:43.203Z"}
2023-12-12 11:55:43 {"sensorData": "87","sensorId": "1hlzBq","timestamp": "2023-12-12T10:55:43.253Z"}
2023-12-12 11:55:43 {"sensorData": "59","sensorId": "ZihMxG","timestamp": "2023-12-12T10:55:43.304Z"}
2023-12-12 11:55:43 {"sensorData": "76","sensorId": "iuZVjL","timestamp": "2023-12-12T10:55:43.354Z"}
2023-12-12 11:55:43 {"sensorData": "72","sensorId": "KADz4M","timestamp": "2023-12-12T10:55:43.405Z"}
2023-12-12 11:55:43 {"sensorData": "46","sensorId": "OkAFrJ","timestamp": "2023-12-12T10:55:43.455Z"}
2023-12-12 11:55:43 {"sensorData": "59","sensorId": "SZOI8T","timestamp": "2023-12-12T10:55:43.505Z"}
2023-12-12 11:55:43 {"sensorData": "84","sensorId": "tq0zKP","timestamp": "2023-12-12T10:55:43.556Z"}
2023-12-12 11:55:43 {"sensorData": "9","sensorId": "Sp9sNC","timestamp": "2023-12-12T10:55:43.606Z"}
2023-12-12 11:55:43 {"sensorData": "77","sensorId": "HeGko6","timestamp": "2023-12-12T10:55:43.657Z"}
2023-12-12 11:55:43 {"sensorData": "39","sensorId": "FFGmsl","timestamp": "2023-12-12T10:55:43.708Z"}
2023-12-12 11:55:43 {"sensorData": "52","sensorId": "o20FiQ","timestamp": "2023-12-12T10:55:43.758Z"}
2023-12-12 11:55:43 {"sensorData": "25","sensorId": "RtezId","timestamp": "2023-12-12T10:55:43.808Z"}
2023-12-12 11:55:43 {"sensorData": "59","sensorId": "jFuPH0","timestamp": "2023-12-12T10:55:43.859Z"}
2023-12-12 11:55:43 {"sensorData": "95","sensorId": "UUCpp9","timestamp": "2023-12-12T10:55:43.909Z"}
2023-12-12 11:55:43 {"sensorData": "5","sensorId": "GihUa7","timestamp": "2023-12-12T10:55:43.960Z"}
2023-12-12 11:55:44 {"sensorData": "66","sensorId": "jNhY5l","timestamp": "2023-12-12T10:55:44.010Z"}
2023-12-12 11:55:44 {"sensorData": "21","sensorId": "Bo0LRk","timestamp": "2023-12-12T10:55:44.061Z"}
2023-12-12 11:55:44 {"sensorData": "56","sensorId": "o9d8TF","timestamp": "2023-12-12T10:55:44.112Z"}
2023-12-12 11:55:44 {"sensorData": "56","sensorId": "9ELDKR","timestamp": "2023-12-12T10:55:44.162Z"}
2023-12-12 11:55:44 {"sensorData": "53","sensorId": "LOzSqG","timestamp": "2023-12-12T10:55:44.213Z"}
2023-12-12 11:55:44 {"sensorData": "90","sensorId": "lRRM3H","timestamp": "2023-12-12T10:55:44.263Z"}
2023-12-12 11:55:44 {"sensorData": "95","sensorId": "KRBZOE","timestamp": "2023-12-12T10:55:44.314Z"}
2023-12-12 11:55:44 {"sensorData": "29","sensorId": "y87vAH","timestamp": "2023-12-12T10:55:44.364Z"}
2023-12-12 11:55:44 {"sensorData": "38","sensorId": "bo7M2x","timestamp": "2023-12-12T10:55:44.414Z"}
2023-12-12 11:55:44 {"sensorData": "44","sensorId": "g10rHF","timestamp": "2023-12-12T10:55:44.465Z"}
2023-12-12 11:55:44 {"sensorData": "86","sensorId": "Acf9RF","timestamp": "2023-12-12T10:55:44.516Z"}
2023-12-12 11:55:44 {"sensorData": "14","sensorId": "w7HU5F","timestamp": "2023-12-12T10:55:44.566Z"}
2023-12-12 11:55:44 {"sensorData": "7","sensorId": "wc1xoY","timestamp": "2023-12-12T10:55:44.616Z"}
2023-12-12 11:55:44 {"sensorData": "23","sensorId": "ejpl9d","timestamp": "2023-12-12T10:55:44.667Z"}
2023-12-12 11:55:44 {"sensorData": "6","sensorId": "EIu2Ky","timestamp": "2023-12-12T10:55:44.717Z"}
2023-12-12 11:55:44 {"sensorData": "39","sensorId": "r3NL0l","timestamp": "2023-12-12T10:55:44.768Z"}
2023-12-12 11:55:44 {"sensorData": "85","sensorId": "UOwgOl","timestamp": "2023-12-12T10:55:44.818Z"}
2023-12-12 11:55:44 {"sensorData": "73","sensorId": "28w6hL","timestamp": "2023-12-12T10:55:44.869Z"}
2023-12-12 11:55:44 {"sensorData": "29","sensorId": "eOIIm0","timestamp": "2023-12-12T10:55:44.919Z"}
2023-12-12 11:55:44 {"sensorData": "95","sensorId": "Uoqbh4","timestamp": "2023-12-12T10:55:44.969Z"}
2023-12-12 11:55:45 {"sensorData": "3","sensorId": "6f4QRr","timestamp": "2023-12-12T10:55:45.020Z"}
2023-12-12 11:55:45 {"sensorData": "54","sensorId": "vClnAF","timestamp": "2023-12-12T10:55:45.070Z"}
2023-12-12 11:55:45 {"sensorData": "33","sensorId": "GgpIUV","timestamp": "2023-12-12T10:55:45.121Z"}
2023-12-12 11:55:45 {"sensorData": "81","sensorId": "4LGO0W","timestamp": "2023-12-12T10:55:45.171Z"}
2023-12-12 11:55:45 {"sensorData": "5","sensorId": "5QoZTh","timestamp": "2023-12-12T10:55:45.222Z"}
2023-12-12 11:55:45 {"sensorData": "9","sensorId": "AynTYw","timestamp": "2023-12-12T10:55:45.272Z"}
2023-12-12 11:55:45 {"sensorData": "92","sensorId": "n1eT7r","timestamp": "2023-12-12T10:55:45.323Z"}
2023-12-12 11:55:45 {"sensorData": "47","sensorId": "PcwJN0","timestamp": "2023-12-12T10:55:45.373Z"}
2023-12-12 11:55:45 {"sensorData": "49","sensorId": "BNZvrb","timestamp": "2023-12-12T10:55:45.423Z"}
2023-12-12 11:55:45 {"sensorData": "80","sensorId": "9iOxE1","timestamp": "2023-12-12T10:55:45.474Z"}
2023-12-12 11:55:45 {"sensorData": "47","sensorId": "todGff","timestamp": "2023-12-12T10:55:45.524Z"}
2023-12-12 11:55:45 {"sensorData": "47","sensorId": "bwCQyX","timestamp": "2023-12-12T10:55:45.575Z"}
2023-12-12 11:55:45 {"sensorData": "4","sensorId": "aNzzom","timestamp": "2023-12-12T10:55:45.625Z"}
2023-12-12 11:55:45 {"sensorData": "40","sensorId": "Go3FuH","timestamp": "2023-12-12T10:55:45.676Z"}
2023-12-12 11:55:45 {"sensorData": "8","sensorId": "Xw7gK9","timestamp": "2023-12-12T10:55:45.726Z"}
2023-12-12 11:55:45 {"sensorData": "46","sensorId": "OeVPBl","timestamp": "2023-12-12T10:55:45.776Z"}
2023-12-12 11:55:45 {"sensorData": "69","sensorId": "X6HVK7","timestamp": "2023-12-12T10:55:45.827Z"}
2023-12-12 11:55:45 {"sensorData": "59","sensorId": "Yh3stW","timestamp": "2023-12-12T10:55:45.877Z"}
2023-12-12 11:55:45 {"sensorData": "21","sensorId": "OrMzOJ","timestamp": "2023-12-12T10:55:45.928Z"}
2023-12-12 11:55:45 {"sensorData": "45","sensorId": "mGd0LW","timestamp": "2023-12-12T10:55:45.978Z"}
2023-12-12 11:55:46 {"sensorData": "41","sensorId": "a5XX2s","timestamp": "2023-12-12T10:55:46.028Z"}
2023-12-12 11:55:46 {"sensorData": "37","sensorId": "CpSovL","timestamp": "2023-12-12T10:55:46.079Z"}
2023-12-12 11:55:46 {"sensorData": "37","sensorId": "OysqP2","timestamp": "2023-12-12T10:55:46.129Z"}
2023-12-12 11:55:46 {"sensorData": "37","sensorId": "tCiE6j","timestamp": "2023-12-12T10:55:46.180Z"}
2023-12-12 11:55:46 {"sensorData": "74","sensorId": "H3WFZJ","timestamp": "2023-12-12T10:55:46.230Z"}
2023-12-12 11:55:46 {"sensorData": "81","sensorId": "R10hfG","timestamp": "2023-12-12T10:55:46.281Z"}
2023-12-12 11:55:46 {"sensorData": "87","sensorId": "AhYcDf","timestamp": "2023-12-12T10:55:46.331Z"}
2023-12-12 11:55:46 {"sensorData": "47","sensorId": "h76yxd","timestamp": "2023-12-12T10:55:46.381Z"}
2023-12-12 11:55:46 {"sensorData": "24","sensorId": "uknZe9","timestamp": "2023-12-12T10:55:46.432Z"}
2023-12-12 11:55:46 {"sensorData": "83","sensorId": "3GMIvA","timestamp": "2023-12-12T10:55:46.482Z"}
2023-12-12 11:55:46 {"sensorData": "53","sensorId": "A64YbT","timestamp": "2023-12-12T10:55:46.533Z"}
2023-12-12 11:55:46 {"sensorData": "47","sensorId": "FWgMTa","timestamp": "2023-12-12T10:55:46.583Z"}
2023-12-12 11:55:46 {"sensorData": "84","sensorId": "fd3zoe","timestamp": "2023-12-12T10:55:46.633Z"}
2023-12-12 11:55:46 {"sensorData": "96","sensorId": "qdHhHh","timestamp": "2023-12-12T10:55:46.684Z"}
2023-12-12 11:55:46 {"sensorData": "45","sensorId": "2HqrBi","timestamp": "2023-12-12T10:55:46.734Z"}
2023-12-12 11:55:46 {"sensorData": "77","sensorId": "DZ08L6","timestamp": "2023-12-12T10:55:46.785Z"}
2023-12-12 11:55:46 {"sensorData": "90","sensorId": "t5Iy8z","timestamp": "2023-12-12T10:55:46.835Z"}
2023-12-12 11:55:46 {"sensorData": "65","sensorId": "kD7yED","timestamp": "2023-12-12T10:55:46.885Z"}
2023-12-12 11:55:46 {"sensorData": "35","sensorId": "bIi2gw","timestamp": "2023-12-12T10:55:46.935Z"}
2023-12-12 11:55:46 {"sensorData": "89","sensorId": "FFk8ub","timestamp": "2023-12-12T10:55:46.986Z"}
2023-12-12 11:55:47 {"sensorData": "52","sensorId": "45Cn09","timestamp": "2023-12-12T10:55:47.036Z"}
2023-12-12 11:55:47 {"sensorData": "71","sensorId": "Xyu52r","timestamp": "2023-12-12T10:55:47.087Z"}
2023-12-12 11:55:47 {"sensorData": "38","sensorId": "wSZwr6","timestamp": "2023-12-12T10:55:47.137Z"}
2023-12-12 11:55:47 {"sensorData": "76","sensorId": "vst0VB","timestamp": "2023-12-12T10:55:47.188Z"}
2023-12-12 11:55:47 {"sensorData": "95","sensorId": "eAR8wi","timestamp": "2023-12-12T10:55:47.238Z"}
2023-12-12 11:55:47 {"sensorData": "81","sensorId": "khU5Fc","timestamp": "2023-12-12T10:55:47.288Z"}
2023-12-12 11:55:47 {"sensorData": "65","sensorId": "vtjQa6","timestamp": "2023-12-12T10:55:47.339Z"}
2023-12-12 11:55:47 {"sensorData": "24","sensorId": "p2mIjD","timestamp": "2023-12-12T10:55:47.389Z"}
2023-12-12 11:55:47 {"sensorData": "88","sensorId": "24j6vZ","timestamp": "2023-12-12T10:55:47.440Z"}
2023-12-12 11:55:47 {"sensorData": "0","sensorId": "P7bXcT","timestamp": "2023-12-12T10:55:47.490Z"}
2023-12-12 11:55:47 {"sensorData": "81","sensorId": "FVI1dR","timestamp": "2023-12-12T10:55:47.540Z"}
2023-12-12 11:55:47 {"sensorData": "21","sensorId": "bLFqEP","timestamp": "2023-12-12T10:55:47.591Z"}
2023-12-12 11:55:47 {"sensorData": "34","sensorId": "LikDau","timestamp": "2023-12-12T10:55:47.641Z"}
2023-12-12 11:55:47 {"sensorData": "78","sensorId": "vjq8eq","timestamp": "2023-12-12T10:55:47.692Z"}
2023-12-12 11:55:47 {"sensorData": "14","sensorId": "g9DLT9","timestamp": "2023-12-12T10:55:47.742Z"}
2023-12-12 11:55:47 {"sensorData": "48","sensorId": "WO3Xpw","timestamp": "2023-12-12T10:55:47.792Z"}
2023-12-12 11:55:47 {"sensorData": "99","sensorId": "RbZsh7","timestamp": "2023-12-12T10:55:47.843Z"}
2023-12-12 11:55:47 {"sensorData": "98","sensorId": "iriByy","timestamp": "2023-12-12T10:55:47.893Z"}
2023-12-12 11:55:47 {"sensorData": "18","sensorId": "AMkGKL","timestamp": "2023-12-12T10:55:47.944Z"}
2023-12-12 11:55:47 {"sensorData": "80","sensorId": "tIEdmy","timestamp": "2023-12-12T10:55:47.994Z"}
2023-12-12 11:55:48 {"sensorData": "58","sensorId": "BUZhUM","timestamp": "2023-12-12T10:55:48.045Z"}
2023-12-12 11:55:48 {"sensorData": "95","sensorId": "1Jj7Zr","timestamp": "2023-12-12T10:55:48.095Z"}
2023-12-12 11:55:48 {"sensorData": "15","sensorId": "nOXOq5","timestamp": "2023-12-12T10:55:48.145Z"}
2023-12-12 11:55:48 {"sensorData": "40","sensorId": "0EmhcR","timestamp": "2023-12-12T10:55:48.196Z"}
2023-12-12 11:55:48 {"sensorData": "18","sensorId": "of8NXV","timestamp": "2023-12-12T10:55:48.246Z"}
2023-12-12 11:55:48 {"sensorData": "80","sensorId": "Hxix7r","timestamp": "2023-12-12T10:55:48.297Z"}
2023-12-12 11:55:48 {"sensorData": "6","sensorId": "UHR7lC","timestamp": "2023-12-12T10:55:48.347Z"}
2023-12-12 11:55:48 {"sensorData": "27","sensorId": "zxQqZ2","timestamp": "2023-12-12T10:55:48.397Z"}
2023-12-12 11:55:48 {"sensorData": "29","sensorId": "1HGdKE","timestamp": "2023-12-12T10:55:48.448Z"}
2023-12-12 11:55:48 {"sensorData": "49","sensorId": "yqx3LF","timestamp": "2023-12-12T10:55:48.498Z"}
2023-12-12 11:55:48 {"sensorData": "36","sensorId": "GXJquo","timestamp": "2023-12-12T10:55:48.549Z"}
2023-12-12 11:55:48 {"sensorData": "20","sensorId": "DRV2cz","timestamp": "2023-12-12T10:55:48.599Z"}
2023-12-12 11:55:48 {"sensorData": "58","sensorId": "2sERZa","timestamp": "2023-12-12T10:55:48.650Z"}
2023-12-12 11:55:48 {"sensorData": "87","sensorId": "yCyWQV","timestamp": "2023-12-12T10:55:48.700Z"}
2023-12-12 11:55:48 {"sensorData": "49","sensorId": "sr4YcB","timestamp": "2023-12-12T10:55:48.750Z"}
2023-12-12 11:55:48 {"sensorData": "73","sensorId": "uPrXua","timestamp": "2023-12-12T10:55:48.801Z"}
2023-12-12 11:55:48 {"sensorData": "11","sensorId": "xAWnQo","timestamp": "2023-12-12T10:55:48.851Z"}
2023-12-12 11:55:48 {"sensorData": "42","sensorId": "DmL1O9","timestamp": "2023-12-12T10:55:48.902Z"}
2023-12-12 11:55:48 {"sensorData": "17","sensorId": "tTpLah","timestamp": "2023-12-12T10:55:48.952Z"}
2023-12-12 11:55:49 {"sensorData": "31","sensorId": "aIAulP","timestamp": "2023-12-12T10:55:49.002Z"}
2023-12-12 11:55:49 {"sensorData": "37","sensorId": "GQS1eC","timestamp": "2023-12-12T10:55:49.053Z"}
2023-12-12 11:55:49 {"sensorData": "4","sensorId": "SQ6j2I","timestamp": "2023-12-12T10:55:49.103Z"}
2023-12-12 11:55:49 {"sensorData": "71","sensorId": "FFMYoZ","timestamp": "2023-12-12T10:55:49.154Z"}
2023-12-12 11:55:49 {"sensorData": "15","sensorId": "m6SmEj","timestamp": "2023-12-12T10:55:49.204Z"}
2023-12-12 11:55:49 {"sensorData": "6","sensorId": "QWJkCq","timestamp": "2023-12-12T10:55:49.254Z"}
2023-12-12 11:55:49 {"sensorData": "1","sensorId": "ESdmz9","timestamp": "2023-12-12T10:55:49.305Z"}
2023-12-12 11:55:49 {"sensorData": "94","sensorId": "pFvSb5","timestamp": "2023-12-12T10:55:49.355Z"}
2023-12-12 11:55:49 {"sensorData": "8","sensorId": "pV1CRI","timestamp": "2023-12-12T10:55:49.406Z"}
2023-12-12 11:55:49 {"sensorData": "58","sensorId": "kPfYBM","timestamp": "2023-12-12T10:55:49.456Z"}
2023-12-12 11:55:49 {"sensorData": "72","sensorId": "227wLa","timestamp": "2023-12-12T10:55:49.506Z"}
2023-12-12 11:55:49 {"sensorData": "79","sensorId": "891nFk","timestamp": "2023-12-12T10:55:49.557Z"}
2023-12-12 11:55:49 {"sensorData": "26","sensorId": "EfyTYq","timestamp": "2023-12-12T10:55:49.607Z"}
2023-12-12 11:55:49 {"sensorData": "15","sensorId": "EYUMDZ","timestamp": "2023-12-12T10:55:49.658Z"}
2023-12-12 11:55:49 {"sensorData": "76","sensorId": "2BwUsr","timestamp": "2023-12-12T10:55:49.708Z"}
2023-12-12 11:55:49 {"sensorData": "11","sensorId": "3rMZoB","timestamp": "2023-12-12T10:55:49.759Z"}
2023-12-12 11:55:49 {"sensorData": "32","sensorId": "RL6lOv","timestamp": "2023-12-12T10:55:49.809Z"}
2023-12-12 11:55:49 {"sensorData": "79","sensorId": "BJa5vU","timestamp": "2023-12-12T10:55:49.859Z"}
2023-12-12 11:55:49 {"sensorData": "9","sensorId": "WJ3O9n","timestamp": "2023-12-12T10:55:49.910Z"}
2023-12-12 11:55:49 {"sensorData": "61","sensorId": "rEEiTe","timestamp": "2023-12-12T10:55:49.960Z"}
2023-12-12 11:55:50 {"sensorData": "23","sensorId": "5F7Ne2","timestamp": "2023-12-12T10:55:50.011Z"}
2023-12-12 11:55:50 {"sensorData": "94","sensorId": "SlNjUO","timestamp": "2023-12-12T10:55:50.061Z"}
2023-12-12 11:55:50 {"sensorData": "6","sensorId": "dyHX6A","timestamp": "2023-12-12T10:55:50.112Z"}
2023-12-12 11:55:50 {"sensorData": "87","sensorId": "3NYkhq","timestamp": "2023-12-12T10:55:50.162Z"}
2023-12-12 11:55:50 {"sensorData": "12","sensorId": "YunUXk","timestamp": "2023-12-12T10:55:50.212Z"}
2023-12-12 11:55:50 {"sensorData": "69","sensorId": "1chKlV","timestamp": "2023-12-12T10:55:50.263Z"}
2023-12-12 11:55:50 {"sensorData": "63","sensorId": "3zU6Vr","timestamp": "2023-12-12T10:55:50.313Z"}
2023-12-12 11:55:50 {"sensorData": "79","sensorId": "RQjIt7","timestamp": "2023-12-12T10:55:50.364Z"}
2023-12-12 11:55:50 {"sensorData": "34","sensorId": "zo8lGj","timestamp": "2023-12-12T10:55:50.414Z"}
2023-12-12 11:55:50 {"sensorData": "93","sensorId": "uuqluw","timestamp": "2023-12-12T10:55:50.464Z"}
2023-12-12 11:55:50 {"sensorData": "15","sensorId": "GhBzEl","timestamp": "2023-12-12T10:55:50.515Z"}
2023-12-12 11:55:50 {"sensorData": "64","sensorId": "nAd3gk","timestamp": "2023-12-12T10:55:50.565Z"}
2023-12-12 11:55:50 {"sensorData": "19","sensorId": "yiiVug","timestamp": "2023-12-12T10:55:50.616Z"}
2023-12-12 11:55:50 {"sensorData": "34","sensorId": "0q0iIg","timestamp": "2023-12-12T10:55:50.666Z"}
2023-12-12 11:55:50 {"sensorData": "14","sensorId": "2CdwHE","timestamp": "2023-12-12T10:55:50.716Z"}
2023-12-12 11:55:50 {"sensorData": "84","sensorId": "9Nenef","timestamp": "2023-12-12T10:55:50.767Z"}
2023-12-12 11:55:50 {"sensorData": "24","sensorId": "iqFGwN","timestamp": "2023-12-12T10:55:50.817Z"}
2023-12-12 11:55:50 {"sensorData": "3","sensorId": "OSkE8a","timestamp": "2023-12-12T10:55:50.868Z"}
2023-12-12 11:55:50 {"sensorData": "57","sensorId": "Ee3uF6","timestamp": "2023-12-12T10:55:50.918Z"}
2023-12-12 11:55:50 {"sensorData": "51","sensorId": "czBacD","timestamp": "2023-12-12T10:55:50.969Z"}
2023-12-12 11:55:51 {"sensorData": "13","sensorId": "eIpnWU","timestamp": "2023-12-12T10:55:51.019Z"}
2023-12-12 11:55:51 {"sensorData": "23","sensorId": "iw7Wef","timestamp": "2023-12-12T10:55:51.069Z"}
2023-12-12 11:55:51 {"sensorData": "65","sensorId": "af0EjT","timestamp": "2023-12-12T10:55:51.120Z"}
2023-12-12 11:55:51 {"sensorData": "14","sensorId": "MNDNa2","timestamp": "2023-12-12T10:55:51.170Z"}
2023-12-12 11:55:51 {"sensorData": "21","sensorId": "dvYf2b","timestamp": "2023-12-12T10:55:51.221Z"}
2023-12-12 11:55:51 {"sensorData": "74","sensorId": "OTaXf5","timestamp": "2023-12-12T10:55:51.271Z"}
2023-12-12 11:55:51 {"sensorData": "53","sensorId": "haWhdK","timestamp": "2023-12-12T10:55:51.322Z"}
2023-12-12 11:55:51 {"sensorData": "31","sensorId": "krwX3Z","timestamp": "2023-12-12T10:55:51.372Z"}
2023-12-12 11:55:51 {"sensorData": "6","sensorId": "3Sd6bZ","timestamp": "2023-12-12T10:55:51.422Z"}
2023-12-12 11:55:51 {"sensorData": "74","sensorId": "30sGHq","timestamp": "2023-12-12T10:55:51.473Z"}
2023-12-12 11:55:51 {"sensorData": "83","sensorId": "NjYSjJ","timestamp": "2023-12-12T10:55:51.523Z"}
2023-12-12 11:55:51 {"sensorData": "76","sensorId": "kjxvzT","timestamp": "2023-12-12T10:55:51.574Z"}
2023-12-12 11:55:51 {"sensorData": "40","sensorId": "sHIlnL","timestamp": "2023-12-12T10:55:51.624Z"}
2023-12-12 11:55:51 {"sensorData": "76","sensorId": "oyggmw","timestamp": "2023-12-12T10:55:51.674Z"}
2023-12-12 11:55:51 {"sensorData": "34","sensorId": "TN3uWR","timestamp": "2023-12-12T10:55:51.725Z"}
2023-12-12 11:55:51 {"sensorData": "13","sensorId": "4o1ewo","timestamp": "2023-12-12T10:55:51.775Z"}
2023-12-12 11:55:51 {"sensorData": "71","sensorId": "V6FdDd","timestamp": "2023-12-12T10:55:51.825Z"}
2023-12-12 11:55:51 {"sensorData": "54","sensorId": "QMs2aw","timestamp": "2023-12-12T10:55:51.876Z"}
2023-12-12 11:55:51 {"sensorData": "34","sensorId": "mTI4wB","timestamp": "2023-12-12T10:55:51.926Z"}
2023-12-12 11:55:51 {"sensorData": "70","sensorId": "ghp8tg","timestamp": "2023-12-12T10:55:51.977Z"}
2023-12-12 11:55:52 {"sensorData": "31","sensorId": "PtyAp4","timestamp": "2023-12-12T10:55:52.027Z"}
2023-12-12 11:55:52 {"sensorData": "9","sensorId": "Q7OwI4","timestamp": "2023-12-12T10:55:52.077Z"}
2023-12-12 11:55:52 {"sensorData": "50","sensorId": "IrlTaT","timestamp": "2023-12-12T10:55:52.128Z"}
2023-12-12 11:55:52 {"sensorData": "93","sensorId": "ujZAod","timestamp": "2023-12-12T10:55:52.178Z"}
2023-12-12 11:55:52 {"sensorData": "73","sensorId": "HhynyW","timestamp": "2023-12-12T10:55:52.229Z"}
2023-12-12 11:55:52 {"sensorData": "69","sensorId": "NQdrMP","timestamp": "2023-12-12T10:55:52.279Z"}
2023-12-12 11:55:52 {"sensorData": "87","sensorId": "kJ0QY9","timestamp": "2023-12-12T10:55:52.329Z"}
2023-12-12 11:55:52 {"sensorData": "5","sensorId": "YQ8gZY","timestamp": "2023-12-12T10:55:52.380Z"}
2023-12-12 11:55:52 {"sensorData": "91","sensorId": "bZ2J6q","timestamp": "2023-12-12T10:55:52.430Z"}
2023-12-12 11:55:52 {"sensorData": "72","sensorId": "vav6Rw","timestamp": "2023-12-12T10:55:52.481Z"}
2023-12-12 11:55:52 {"sensorData": "98","sensorId": "rbZzJN","timestamp": "2023-12-12T10:55:52.531Z"}
2023-12-12 11:55:52 {"sensorData": "25","sensorId": "xMBktz","timestamp": "2023-12-12T10:55:52.581Z"}
2023-12-12 11:55:52 {"sensorData": "52","sensorId": "glViaL","timestamp": "2023-12-12T10:55:52.632Z"}
2023-12-12 11:55:52 {"sensorData": "35","sensorId": "51Bq2U","timestamp": "2023-12-12T10:55:52.682Z"}
2023-12-12 11:55:52 {"sensorData": "10","sensorId": "HhwWim","timestamp": "2023-12-12T10:55:52.733Z"}
2023-12-12 11:55:52 {"sensorData": "93","sensorId": "PXodyN","timestamp": "2023-12-12T10:55:52.783Z"}
2023-12-12 11:55:52 {"sensorData": "59","sensorId": "RdBVol","timestamp": "2023-12-12T10:55:52.834Z"}
2023-12-12 11:55:52 {"sensorData": "1","sensorId": "nWIiM7","timestamp": "2023-12-12T10:55:52.884Z"}
2023-12-12 11:55:52 {"sensorData": "22","sensorId": "CSG7Z1","timestamp": "2023-12-12T10:55:52.934Z"}
2023-12-12 11:55:52 {"sensorData": "5","sensorId": "5b2LYe","timestamp": "2023-12-12T10:55:52.985Z"}
2023-12-12 11:55:53 {"sensorData": "6","sensorId": "mSX1To","timestamp": "2023-12-12T10:55:53.035Z"}
2023-12-12 11:55:53 {"sensorData": "29","sensorId": "7xGiid","timestamp": "2023-12-12T10:55:53.086Z"}
2023-12-12 11:55:53 {"sensorData": "26","sensorId": "SaKkSf","timestamp": "2023-12-12T10:55:53.136Z"}
2023-12-12 11:55:53 {"sensorData": "61","sensorId": "F6Yz7O","timestamp": "2023-12-12T10:55:53.186Z"}
2023-12-12 11:55:53 {"sensorData": "72","sensorId": "TSM4yz","timestamp": "2023-12-12T10:55:53.237Z"}
2023-12-12 11:55:53 {"sensorData": "21","sensorId": "hLyd73","timestamp": "2023-12-12T10:55:53.287Z"}
2023-12-12 11:55:53 {"sensorData": "9","sensorId": "d6AV4a","timestamp": "2023-12-12T10:55:53.338Z"}
2023-12-12 11:55:53 {"sensorData": "21","sensorId": "LfagbW","timestamp": "2023-12-12T10:55:53.388Z"}
2023-12-12 11:55:53 {"sensorData": "37","sensorId": "6ADQgd","timestamp": "2023-12-12T10:55:53.439Z"}
