2023-12-12 12:56:54 {"sensorData": "7","sensorId": "9kuZGY","timestamp": "2023-12-12T11:56:54.022Z"}
2023-12-12 12:58:08 {"sensorData": "26","sensorId": "hlIBNm","timestamp": "2023-12-12T11:58:08.833Z"}
2023-12-12 12:58:08 {"sensorData": "78","sensorId": "G1ebDI","timestamp": "2023-12-12T11:58:08.858Z"}
2023-12-12 12:58:08 {"sensorData": "17","sensorId": "pYQmFv","timestamp": "2023-12-12T11:58:08.883Z"}
2023-12-12 12:58:08 {"sensorData": "30","sensorId": "CaUWkD","timestamp": "2023-12-12T11:58:08.909Z"}
2023-12-12 12:58:08 {"sensorData": "35","sensorId": "oxDtG9","timestamp": "2023-12-12T11:58:08.934Z"}
2023-12-12 12:58:08 {"sensorData": "72","sensorId": "kjTQbV","timestamp": "2023-12-12T11:58:08.960Z"}
2023-12-12 12:58:08 {"sensorData": "1","sensorId": "CtrSi7","timestamp": "2023-12-12T11:58:08.985Z"}
2023-12-12 12:58:09 {"sensorData": "8","sensorId": "Nqgdq0","timestamp": "2023-12-12T11:58:09.011Z"}
2023-12-12 12:58:09 {"sensorData": "51","sensorId": "zsgLNK","timestamp": "2023-12-12T11:58:09.036Z"}
2023-12-12 12:58:09 {"sensorData": "70","sensorId": "jHOrRv","timestamp": "2023-12-12T11:58:09.062Z"}
2023-12-12 12:58:09 {"sensorData": "7","sensorId": "ShLkA0","timestamp": "2023-12-12T11:58:09.087Z"}
2023-12-12 12:58:09 {"sensorData": "48","sensorId": "GVUib0","timestamp": "2023-12-12T11:58:09.112Z"}
2023-12-12 12:58:09 {"sensorData": "17","sensorId": "pP9O5f","timestamp": "2023-12-12T11:58:09.138Z"}
2023-12-12 12:58:09 {"sensorData": "3","sensorId": "GNhPjW","timestamp": "2023-12-12T11:58:09.163Z"}
2023-12-12 12:58:09 {"sensorData": "75","sensorId": "0f2GmB","timestamp": "2023-12-12T11:58:09.189Z"}
2023-12-12 12:58:09 {"sensorData": "64","sensorId": "LpFfap","timestamp": "2023-12-12T11:58:09.214Z"}
2023-12-12 12:58:09 {"sensorData": "47","sensorId": "9expRu","timestamp": "2023-12-12T11:58:09.240Z"}
2023-12-12 12:58:09 {"sensorData": "97","sensorId": "Mxdi9k","timestamp": "2023-12-12T11:58:09.265Z"}
2023-12-12 12:58:09 {"sensorData": "67","sensorId": "i4Q8aH","timestamp": "2023-12-12T11:58:09.290Z"}
2023-12-12 12:58:09 {"sensorData": "40","sensorId": "m6gVmJ","timestamp": "2023-12-12T11:58:09.316Z"}
2023-12-12 12:58:09 {"sensorData": "31","sensorId": "mZcm1x","timestamp": "2023-12-12T11:58:09.341Z"}
2023-12-12 12:58:09 {"sensorData": "55","sensorId": "IRoifr","timestamp": "2023-12-12T11:58:09.367Z"}
2023-12-12 12:58:09 {"sensorData": "48","sensorId": "cA7kuM","timestamp": "2023-12-12T11:58:09.392Z"}
2023-12-12 12:58:09 {"sensorData": "54","sensorId": "ujIFdM","timestamp": "2023-12-12T11:58:09.418Z"}
2023-12-12 12:58:09 {"sensorData": "16","sensorId": "pmfA9i","timestamp": "2023-12-12T11:58:09.443Z"}
2023-12-12 12:58:09 {"sensorData": "38","sensorId": "0F7wlj","timestamp": "2023-12-12T11:58:09.468Z"}
2023-12-12 12:58:09 {"sensorData": "0","sensorId": "oBOqZL","timestamp": "2023-12-12T11:58:09.494Z"}
2023-12-12 12:58:09 {"sensorData": "56","sensorId": "jnEEuc","timestamp": "2023-12-12T11:58:09.519Z"}
2023-12-12 12:58:09 {"sensorData": "19","sensorId": "yMlLYr","timestamp": "2023-12-12T11:58:09.545Z"}
2023-12-12 12:58:09 {"sensorData": "45","sensorId": "XxJL0G","timestamp": "2023-12-12T11:58:09.570Z"}
2023-12-12 12:58:09 {"sensorData": "7","sensorId": "bQxnfb","timestamp": "2023-12-12T11:58:09.596Z"}
2023-12-12 12:58:09 {"sensorData": "9","sensorId": "4L1bWt","timestamp": "2023-12-12T11:58:09.621Z"}
2023-12-12 12:58:09 {"sensorData": "85","sensorId": "ftAD6M","timestamp": "2023-12-12T11:58:09.647Z"}
2023-12-12 12:58:09 {"sensorData": "8","sensorId": "U3cGqL","timestamp": "2023-12-12T11:58:09.672Z"}
2023-12-12 12:58:09 {"sensorData": "13","sensorId": "egdgUy","timestamp": "2023-12-12T11:58:09.698Z"}
2023-12-12 12:58:09 {"sensorData": "11","sensorId": "XAVP9K","timestamp": "2023-12-12T11:58:09.724Z"}
2023-12-12 12:58:09 {"sensorData": "50","sensorId": "V2k0lK","timestamp": "2023-12-12T11:58:09.749Z"}
2023-12-12 12:58:09 {"sensorData": "17","sensorId": "hks0du","timestamp": "2023-12-12T11:58:09.775Z"}
2023-12-12 12:58:09 {"sensorData": "66","sensorId": "r3Bw7C","timestamp": "2023-12-12T11:58:09.800Z"}
2023-12-12 12:58:09 {"sensorData": "38","sensorId": "R1RCrA","timestamp": "2023-12-12T11:58:09.825Z"}
2023-12-12 12:58:09 {"sensorData": "69","sensorId": "q9Y916","timestamp": "2023-12-12T11:58:09.851Z"}
2023-12-12 12:58:09 {"sensorData": "80","sensorId": "cEfkPx","timestamp": "2023-12-12T11:58:09.876Z"}
2023-12-12 12:58:09 {"sensorData": "36","sensorId": "QPu8JT","timestamp": "2023-12-12T11:58:09.902Z"}
2023-12-12 12:58:09 {"sensorData": "30","sensorId": "GmSmdx","timestamp": "2023-12-12T11:58:09.927Z"}
2023-12-12 12:58:09 {"sensorData": "52","sensorId": "sYUGXI","timestamp": "2023-12-12T11:58:09.953Z"}
2023-12-12 12:58:09 {"sensorData": "31","sensorId": "OCtO6x","timestamp": "2023-12-12T11:58:09.978Z"}
2023-12-12 12:58:10 {"sensorData": "96","sensorId": "LSUsyc","timestamp": "2023-12-12T11:58:10.003Z"}
2023-12-12 12:58:10 {"sensorData": "56","sensorId": "5WGz8m","timestamp": "2023-12-12T11:58:10.029Z"}
2023-12-12 12:58:10 {"sensorData": "73","sensorId": "bJotv8","timestamp": "2023-12-12T11:58:10.054Z"}
2023-12-12 12:58:10 {"sensorData": "1","sensorId": "iEsU6K","timestamp": "2023-12-12T11:58:10.080Z"}
2023-12-12 12:58:10 {"sensorData": "85","sensorId": "05jAL4","timestamp": "2023-12-12T11:58:10.105Z"}
2023-12-12 12:58:10 {"sensorData": "38","sensorId": "7642Sy","timestamp": "2023-12-12T11:58:10.131Z"}
2023-12-12 12:58:10 {"sensorData": "88","sensorId": "OKZNhb","timestamp": "2023-12-12T11:58:10.156Z"}
2023-12-12 12:58:10 {"sensorData": "56","sensorId": "D7RJza","timestamp": "2023-12-12T11:58:10.182Z"}
2023-12-12 12:58:10 {"sensorData": "78","sensorId": "tIPkBY","timestamp": "2023-12-12T11:58:10.207Z"}
2023-12-12 12:58:10 {"sensorData": "46","sensorId": "cQqaLk","timestamp": "2023-12-12T11:58:10.233Z"}
2023-12-12 12:58:10 {"sensorData": "80","sensorId": "rIg6g4","timestamp": "2023-12-12T11:58:10.258Z"}
2023-12-12 12:58:10 {"sensorData": "13","sensorId": "n5EO1j","timestamp": "2023-12-12T11:58:10.283Z"}
2023-12-12 12:58:10 {"sensorData": "28","sensorId": "qhGKPl","timestamp": "2023-12-12T11:58:10.309Z"}
2023-12-12 12:58:10 {"sensorData": "96","sensorId": "g7qhMG","timestamp": "2023-12-12T11:58:10.334Z"}
2023-12-12 12:58:10 {"sensorData": "57","sensorId": "nO7Ckc","timestamp": "2023-12-12T11:58:10.360Z"}
2023-12-12 12:58:10 {"sensorData": "56","sensorId": "o66zZy","timestamp": "2023-12-12T11:58:10.385Z"}
2023-12-12 12:58:10 {"sensorData": "34","sensorId": "OHs5PW","timestamp": "2023-12-12T11:58:10.410Z"}
2023-12-12 12:58:10 {"sensorData": "33","sensorId": "s5jx0z","timestamp": "2023-12-12T11:58:10.435Z"}
2023-12-12 12:58:10 {"sensorData": "26","sensorId": "C3LNHG","timestamp": "2023-12-12T11:58:10.461Z"}
2023-12-12 12:58:10 {"sensorData": "60","sensorId": "PIC3Cw","timestamp": "2023-12-12T11:58:10.486Z"}
2023-12-12 12:58:10 {"sensorData": "16","sensorId": "qUu4qK","timestamp": "2023-12-12T11:58:10.511Z"}
2023-12-12 12:58:10 {"sensorData": "3","sensorId": "5wqnpz","timestamp": "2023-12-12T11:58:10.537Z"}
2023-12-12 12:58:10 {"sensorData": "82","sensorId": "gWcGPL","timestamp": "2023-12-12T11:58:10.562Z"}
2023-12-12 12:58:10 {"sensorData": "56","sensorId": "kioXOO","timestamp": "2023-12-12T11:58:10.588Z"}
2023-12-12 12:58:10 {"sensorData": "30","sensorId": "fb7vVp","timestamp": "2023-12-12T11:58:10.613Z"}
2023-12-12 12:58:10 {"sensorData": "79","sensorId": "b0d4kt","timestamp": "2023-12-12T11:58:10.638Z"}
2023-12-12 12:58:10 {"sensorData": "54","sensorId": "AROGBR","timestamp": "2023-12-12T11:58:10.664Z"}
2023-12-12 12:58:10 {"sensorData": "54","sensorId": "hqipyw","timestamp": "2023-12-12T11:58:10.689Z"}
2023-12-12 12:58:10 {"sensorData": "59","sensorId": "bbRgcO","timestamp": "2023-12-12T11:58:10.715Z"}
2023-12-12 12:58:10 {"sensorData": "41","sensorId": "V2QVSR","timestamp": "2023-12-12T11:58:10.740Z"}
2023-12-12 12:58:10 {"sensorData": "89","sensorId": "29TsQy","timestamp": "2023-12-12T11:58:10.766Z"}
2023-12-12 12:58:10 {"sensorData": "90","sensorId": "hdXmt5","timestamp": "2023-12-12T11:58:10.791Z"}
2023-12-12 12:58:10 {"sensorData": "46","sensorId": "QqFPpm","timestamp": "2023-12-12T11:58:10.816Z"}
2023-12-12 12:58:10 {"sensorData": "17","sensorId": "rZkaRY","timestamp": "2023-12-12T11:58:10.842Z"}
2023-12-12 12:58:10 {"sensorData": "33","sensorId": "xGzpFi","timestamp": "2023-12-12T11:58:10.867Z"}
2023-12-12 12:58:10 {"sensorData": "42","sensorId": "jEqoHb","timestamp": "2023-12-12T11:58:10.893Z"}
2023-12-12 12:58:10 {"sensorData": "47","sensorId": "Z51Flw","timestamp": "2023-12-12T11:58:10.918Z"}
2023-12-12 12:58:10 {"sensorData": "20","sensorId": "AG3Ptd","timestamp": "2023-12-12T11:58:10.944Z"}
2023-12-12 12:58:10 {"sensorData": "89","sensorId": "81zvvW","timestamp": "2023-12-12T11:58:10.969Z"}
2023-12-12 12:58:10 {"sensorData": "9","sensorId": "02d9xt","timestamp": "2023-12-12T11:58:10.995Z"}
2023-12-12 12:58:11 {"sensorData": "28","sensorId": "4vNRoE","timestamp": "2023-12-12T11:58:11.020Z"}
2023-12-12 12:58:11 {"sensorData": "50","sensorId": "zYuXsn","timestamp": "2023-12-12T11:58:11.045Z"}
2023-12-12 12:58:11 {"sensorData": "44","sensorId": "ModIeA","timestamp": "2023-12-12T11:58:11.071Z"}
2023-12-12 12:58:11 {"sensorData": "20","sensorId": "zmBodE","timestamp": "2023-12-12T11:58:11.096Z"}
2023-12-12 12:58:11 {"sensorData": "69","sensorId": "AVxsea","timestamp": "2023-12-12T11:58:11.121Z"}
2023-12-12 12:58:11 {"sensorData": "40","sensorId": "sCkPoF","timestamp": "2023-12-12T11:58:11.147Z"}
2023-12-12 12:58:11 {"sensorData": "88","sensorId": "HQ2j54","timestamp": "2023-12-12T11:58:11.172Z"}
2023-12-12 12:58:11 {"sensorData": "45","sensorId": "9uJyF8","timestamp": "2023-12-12T11:58:11.198Z"}
2023-12-12 12:58:11 {"sensorData": "74","sensorId": "IAY6mj","timestamp": "2023-12-12T11:58:11.223Z"}
2023-12-12 12:58:11 {"sensorData": "54","sensorId": "qkmHKx","timestamp": "2023-12-12T11:58:11.249Z"}
2023-12-12 12:58:11 {"sensorData": "12","sensorId": "Z0NwGD","timestamp": "2023-12-12T11:58:11.274Z"}
2023-12-12 12:58:11 {"sensorData": "77","sensorId": "BxiASQ","timestamp": "2023-12-12T11:58:11.299Z"}
2023-12-12 12:58:11 {"sensorData": "71","sensorId": "lOxTfj","timestamp": "2023-12-12T11:58:11.325Z"}
2023-12-12 12:58:11 {"sensorData": "25","sensorId": "ptZDDc","timestamp": "2023-12-12T11:58:11.350Z"}
2023-12-12 12:58:11 {"sensorData": "98","sensorId": "bxn0nY","timestamp": "2023-12-12T11:58:11.376Z"}
2023-12-12 12:58:11 {"sensorData": "22","sensorId": "RrNjPU","timestamp": "2023-12-12T11:58:11.401Z"}
2023-12-12 12:58:11 {"sensorData": "1","sensorId": "vAuGcS","timestamp": "2023-12-12T11:58:11.426Z"}
2023-12-12 12:58:11 {"sensorData": "57","sensorId": "fZ0uiP","timestamp": "2023-12-12T11:58:11.452Z"}
2023-12-12 12:58:11 {"sensorData": "2","sensorId": "LPWNc7","timestamp": "2023-12-12T11:58:11.477Z"}
2023-12-12 12:58:11 {"sensorData": "23","sensorId": "nVM5dn","timestamp": "2023-12-12T11:58:11.503Z"}
2023-12-12 12:58:11 {"sensorData": "40","sensorId": "S7Jbv2","timestamp": "2023-12-12T11:58:11.528Z"}
2023-12-12 12:58:11 {"sensorData": "51","sensorId": "wISBxG","timestamp": "2023-12-12T11:58:11.553Z"}
2023-12-12 12:58:11 {"sensorData": "88","sensorId": "GlGfZs","timestamp": "2023-12-12T11:58:11.579Z"}
2023-12-12 12:58:11 {"sensorData": "88","sensorId": "Zoid9S","timestamp": "2023-12-12T11:58:11.604Z"}
2023-12-12 12:58:11 {"sensorData": "60","sensorId": "a58Q1F","timestamp": "2023-12-12T11:58:11.630Z"}
2023-12-12 12:58:11 {"sensorData": "1","sensorId": "mxmI34","timestamp": "2023-12-12T11:58:11.655Z"}
2023-12-12 12:58:11 {"sensorData": "38","sensorId": "rASVKm","timestamp": "2023-12-12T11:58:11.681Z"}
2023-12-12 12:58:11 {"sensorData": "74","sensorId": "zCFmQN","timestamp": "2023-12-12T11:58:11.706Z"}
2023-12-12 12:58:11 {"sensorData": "99","sensorId": "OtjOof","timestamp": "2023-12-12T11:58:11.731Z"}
2023-12-12 12:58:11 {"sensorData": "41","sensorId": "dJaq4n","timestamp": "2023-12-12T11:58:11.757Z"}
2023-12-12 12:58:11 {"sensorData": "62","sensorId": "YfUdGA","timestamp": "2023-12-12T11:58:11.782Z"}
2023-12-12 12:58:11 {"sensorData": "36","sensorId": "eMMBdh","timestamp": "2023-12-12T11:58:11.808Z"}
2023-12-12 12:58:11 {"sensorData": "55","sensorId": "TS1vb8","timestamp": "2023-12-12T11:58:11.833Z"}
2023-12-12 12:58:11 {"sensorData": "56","sensorId": "octrJr","timestamp": "2023-12-12T11:58:11.859Z"}
2023-12-12 12:58:11 {"sensorData": "21","sensorId": "DCspIa","timestamp": "2023-12-12T11:58:11.884Z"}
2023-12-12 12:58:11 {"sensorData": "2","sensorId": "czcg9P","timestamp": "2023-12-12T11:58:11.909Z"}
2023-12-12 12:58:11 {"sensorData": "37","sensorId": "cUiUB7","timestamp": "2023-12-12T11:58:11.935Z"}
2023-12-12 12:58:11 {"sensorData": "83","sensorId": "C4dO4u","timestamp": "2023-12-12T11:58:11.960Z"}
2023-12-12 12:58:11 {"sensorData": "44","sensorId": "DKz4cP","timestamp": "2023-12-12T11:58:11.986Z"}
2023-12-12 12:58:12 {"sensorData": "26","sensorId": "KQAKdD","timestamp": "2023-12-12T11:58:12.011Z"}
2023-12-12 12:58:12 {"sensorData": "28","sensorId": "cgldYs","timestamp": "2023-12-12T11:58:12.037Z"}
2023-12-12 12:58:12 {"sensorData": "1","sensorId": "pn2Qh4","timestamp": "2023-12-12T11:58:12.062Z"}
2023-12-12 12:58:12 {"sensorData": "80","sensorId": "bomCWM","timestamp": "2023-12-12T11:58:12.088Z"}
2023-12-12 12:58:12 {"sensorData": "69","sensorId": "ZrFx55","timestamp": "2023-12-12T11:58:12.113Z"}
2023-12-12 12:58:12 {"sensorData": "68","sensorId": "8wM9AW","timestamp": "2023-12-12T11:58:12.138Z"}
2023-12-12 12:58:12 {"sensorData": "62","sensorId": "neZCrP","timestamp": "2023-12-12T11:58:12.164Z"}
2023-12-12 12:58:12 {"sensorData": "52","sensorId": "xHzwWL","timestamp": "2023-12-12T11:58:12.189Z"}
2023-12-12 12:58:12 {"sensorData": "71","sensorId": "InkvDP","timestamp": "2023-12-12T11:58:12.215Z"}
2023-12-12 12:58:12 {"sensorData": "43","sensorId": "wIRv3t","timestamp": "2023-12-12T11:58:12.240Z"}
2023-12-12 12:58:12 {"sensorData": "28","sensorId": "rfuEhj","timestamp": "2023-12-12T11:58:12.265Z"}
2023-12-12 12:58:12 {"sensorData": "35","sensorId": "xWdUuC","timestamp": "2023-12-12T11:58:12.291Z"}
2023-12-12 12:58:12 {"sensorData": "12","sensorId": "ec3Kpd","timestamp": "2023-12-12T11:58:12.316Z"}
2023-12-12 12:58:12 {"sensorData": "72","sensorId": "QSNdpu","timestamp": "2023-12-12T11:58:12.342Z"}
2023-12-12 12:58:12 {"sensorData": "60","sensorId": "iLOzP8","timestamp": "2023-12-12T11:58:12.367Z"}
2023-12-12 12:58:12 {"sensorData": "70","sensorId": "WfZj10","timestamp": "2023-12-12T11:58:12.393Z"}
2023-12-12 12:58:12 {"sensorData": "75","sensorId": "jr8nt1","timestamp": "2023-12-12T11:58:12.418Z"}
2023-12-12 12:58:12 {"sensorData": "96","sensorId": "G5SnLv","timestamp": "2023-12-12T11:58:12.443Z"}
2023-12-12 12:58:12 {"sensorData": "46","sensorId": "YNK4oo","timestamp": "2023-12-12T11:58:12.469Z"}
2023-12-12 12:58:12 {"sensorData": "38","sensorId": "3kmOp9","timestamp": "2023-12-12T11:58:12.494Z"}
2023-12-12 12:58:12 {"sensorData": "61","sensorId": "eZNogL","timestamp": "2023-12-12T11:58:12.520Z"}
2023-12-12 12:58:12 {"sensorData": "29","sensorId": "xCl4v3","timestamp": "2023-12-12T11:58:12.545Z"}
2023-12-12 12:58:12 {"sensorData": "11","sensorId": "5mvTZ3","timestamp": "2023-12-12T11:58:12.571Z"}
2023-12-12 12:58:12 {"sensorData": "52","sensorId": "ch43re","timestamp": "2023-12-12T11:58:12.596Z"}
2023-12-12 12:58:12 {"sensorData": "35","sensorId": "EdrI04","timestamp": "2023-12-12T11:58:12.621Z"}
2023-12-12 12:58:12 {"sensorData": "60","sensorId": "7Fks5v","timestamp": "2023-12-12T11:58:12.647Z"}
2023-12-12 12:58:12 {"sensorData": "62","sensorId": "pnrkzM","timestamp": "2023-12-12T11:58:12.672Z"}
2023-12-12 12:58:12 {"sensorData": "59","sensorId": "nDBpKv","timestamp": "2023-12-12T11:58:12.698Z"}
2023-12-12 12:58:12 {"sensorData": "60","sensorId": "ZzMrC3","timestamp": "2023-12-12T11:58:12.723Z"}
2023-12-12 12:58:12 {"sensorData": "78","sensorId": "rXImqS","timestamp": "2023-12-12T11:58:12.749Z"}
2023-12-12 12:58:12 {"sensorData": "22","sensorId": "lcRyp8","timestamp": "2023-12-12T11:58:12.774Z"}
2023-12-12 12:58:12 {"sensorData": "68","sensorId": "MJyZcZ","timestamp": "2023-12-12T11:58:12.799Z"}
2023-12-12 12:58:12 {"sensorData": "52","sensorId": "LjjyIT","timestamp": "2023-12-12T11:58:12.825Z"}
2023-12-12 12:58:12 {"sensorData": "88","sensorId": "9KEqva","timestamp": "2023-12-12T11:58:12.850Z"}
2023-12-12 12:58:12 {"sensorData": "52","sensorId": "LR4UTL","timestamp": "2023-12-12T11:58:12.876Z"}
2023-12-12 12:58:12 {"sensorData": "5","sensorId": "8IPKhb","timestamp": "2023-12-12T11:58:12.901Z"}
2023-12-12 12:58:12 {"sensorData": "2","sensorId": "hZyS8F","timestamp": "2023-12-12T11:58:12.927Z"}
2023-12-12 12:58:12 {"sensorData": "23","sensorId": "EoTDYl","timestamp": "2023-12-12T11:58:12.952Z"}
2023-12-12 12:58:12 {"sensorData": "63","sensorId": "hlhS2c","timestamp": "2023-12-12T11:58:12.978Z"}
2023-12-12 12:58:13 {"sensorData": "15","sensorId": "JNIHll","timestamp": "2023-12-12T11:58:13.003Z"}
2023-12-12 12:58:13 {"sensorData": "34","sensorId": "qlCy80","timestamp": "2023-12-12T11:58:13.028Z"}
2023-12-12 12:58:13 {"sensorData": "38","sensorId": "6whyI0","timestamp": "2023-12-12T11:58:13.054Z"}
2023-12-12 12:58:13 {"sensorData": "58","sensorId": "vbHClP","timestamp": "2023-12-12T11:58:13.079Z"}
2023-12-12 12:58:13 {"sensorData": "31","sensorId": "dPINqg","timestamp": "2023-12-12T11:58:13.105Z"}
2023-12-12 12:58:13 {"sensorData": "46","sensorId": "ApmQyM","timestamp": "2023-12-12T11:58:13.130Z"}
2023-12-12 12:58:13 {"sensorData": "42","sensorId": "wDfqXm","timestamp": "2023-12-12T11:58:13.155Z"}
2023-12-12 12:58:13 {"sensorData": "89","sensorId": "vdFQea","timestamp": "2023-12-12T11:58:13.181Z"}
2023-12-12 12:58:13 {"sensorData": "45","sensorId": "nPqrsY","timestamp": "2023-12-12T11:58:13.206Z"}
2023-12-12 12:58:13 {"sensorData": "86","sensorId": "J489hj","timestamp": "2023-12-12T11:58:13.232Z"}
2023-12-12 12:58:13 {"sensorData": "87","sensorId": "GVQ2mV","timestamp": "2023-12-12T11:58:13.257Z"}
2023-12-12 12:58:13 {"sensorData": "13","sensorId": "97Wvar","timestamp": "2023-12-12T11:58:13.282Z"}
2023-12-12 12:58:13 {"sensorData": "9","sensorId": "drgq5w","timestamp": "2023-12-12T11:58:13.308Z"}
2023-12-12 12:58:13 {"sensorData": "49","sensorId": "nkvUcs","timestamp": "2023-12-12T11:58:13.333Z"}
2023-12-12 12:58:13 {"sensorData": "33","sensorId": "kBxQkd","timestamp": "2023-12-12T11:58:13.359Z"}
2023-12-12 12:58:13 {"sensorData": "30","sensorId": "xYPuTB","timestamp": "2023-12-12T11:58:13.384Z"}
2023-12-12 12:58:13 {"sensorData": "77","sensorId": "SQNV6T","timestamp": "2023-12-12T11:58:13.410Z"}
2023-12-12 12:58:13 {"sensorData": "85","sensorId": "1gDcoW","timestamp": "2023-12-12T11:58:13.435Z"}
2023-12-12 12:58:13 {"sensorData": "59","sensorId": "reEBD1","timestamp": "2023-12-12T11:58:13.460Z"}
2023-12-12 12:58:13 {"sensorData": "59","sensorId": "M2L7Op","timestamp": "2023-12-12T11:58:13.486Z"}
2023-12-12 12:58:13 {"sensorData": "77","sensorId": "yO5gtI","timestamp": "2023-12-12T11:58:13.511Z"}
2023-12-12 12:58:13 {"sensorData": "39","sensorId": "ppWetp","timestamp": "2023-12-12T11:58:13.537Z"}
2023-12-12 12:58:13 {"sensorData": "58","sensorId": "Ia1Xcw","timestamp": "2023-12-12T11:58:13.562Z"}
2023-12-12 12:58:13 {"sensorData": "86","sensorId": "Elrge2","timestamp": "2023-12-12T11:58:13.587Z"}
2023-12-12 12:58:13 {"sensorData": "59","sensorId": "SfugUp","timestamp": "2023-12-12T11:58:13.613Z"}
2023-12-12 12:58:13 {"sensorData": "86","sensorId": "dV9q9W","timestamp": "2023-12-12T11:58:13.638Z"}
2023-12-12 12:58:13 {"sensorData": "28","sensorId": "s9yY9o","timestamp": "2023-12-12T11:58:13.664Z"}
2023-12-12 12:58:13 {"sensorData": "61","sensorId": "cIXGTe","timestamp": "2023-12-12T11:58:13.689Z"}
2023-12-12 12:58:13 {"sensorData": "22","sensorId": "V5NEa5","timestamp": "2023-12-12T11:58:13.715Z"}
2023-12-12 12:58:13 {"sensorData": "60","sensorId": "SjRT4Q","timestamp": "2023-12-12T11:58:13.740Z"}
2023-12-12 12:58:13 {"sensorData": "23","sensorId": "1AriAQ","timestamp": "2023-12-12T11:58:13.766Z"}
2023-12-12 12:58:13 {"sensorData": "24","sensorId": "z2GzAt","timestamp": "2023-12-12T11:58:13.791Z"}
2023-12-12 12:58:13 {"sensorData": "59","sensorId": "hwD3rg","timestamp": "2023-12-12T11:58:13.816Z"}
2023-12-12 12:58:13 {"sensorData": "87","sensorId": "pc16lI","timestamp": "2023-12-12T11:58:13.842Z"}
2023-12-12 12:58:13 {"sensorData": "67","sensorId": "dpN5N4","timestamp": "2023-12-12T11:58:13.867Z"}
2023-12-12 12:58:13 {"sensorData": "55","sensorId": "dI7ByD","timestamp": "2023-12-12T11:58:13.893Z"}
2023-12-12 12:58:13 {"sensorData": "68","sensorId": "YVU6hn","timestamp": "2023-12-12T11:58:13.918Z"}
2023-12-12 12:58:13 {"sensorData": "31","sensorId": "wsiLu9","timestamp": "2023-12-12T11:58:13.944Z"}
2023-12-12 12:58:13 {"sensorData": "53","sensorId": "DIlGVW","timestamp": "2023-12-12T11:58:13.969Z"}
2023-12-12 12:58:13 {"sensorData": "63","sensorId": "yOCAly","timestamp": "2023-12-12T11:58:13.994Z"}
2023-12-12 12:58:14 {"sensorData": "3","sensorId": "J1PyMx","timestamp": "2023-12-12T11:58:14.020Z"}
2023-12-12 12:58:14 {"sensorData": "0","sensorId": "RJfd1n","timestamp": "2023-12-12T11:58:14.045Z"}
2023-12-12 12:58:14 {"sensorData": "47","sensorId": "jkiMQr","timestamp": "2023-12-12T11:58:14.071Z"}
2023-12-12 12:58:14 {"sensorData": "70","sensorId": "BdGYQ6","timestamp": "2023-12-12T11:58:14.096Z"}
2023-12-12 12:58:14 {"sensorData": "20","sensorId": "1udAkS","timestamp": "2023-12-12T11:58:14.122Z"}
2023-12-12 12:58:14 {"sensorData": "96","sensorId": "UegCNl","timestamp": "2023-12-12T11:58:14.147Z"}
2023-12-12 12:58:14 {"sensorData": "37","sensorId": "EwgNHn","timestamp": "2023-12-12T11:58:14.172Z"}
2023-12-12 12:58:14 {"sensorData": "27","sensorId": "nCrNEV","timestamp": "2023-12-12T11:58:14.198Z"}
2023-12-12 12:58:14 {"sensorData": "37","sensorId": "kSNbaQ","timestamp": "2023-12-12T11:58:14.223Z"}
2023-12-12 12:58:14 {"sensorData": "39","sensorId": "kwq5Au","timestamp": "2023-12-12T11:58:14.249Z"}
2023-12-12 12:58:14 {"sensorData": "33","sensorId": "dGYF03","timestamp": "2023-12-12T11:58:14.274Z"}
2023-12-12 12:58:14 {"sensorData": "16","sensorId": "xgtJGJ","timestamp": "2023-12-12T11:58:14.300Z"}
2023-12-12 12:58:14 {"sensorData": "88","sensorId": "auNkco","timestamp": "2023-12-12T11:58:14.325Z"}
2023-12-12 12:58:14 {"sensorData": "45","sensorId": "b4Nlq3","timestamp": "2023-12-12T11:58:14.350Z"}
2023-12-12 12:58:14 {"sensorData": "92","sensorId": "RlzSRm","timestamp": "2023-12-12T11:58:14.376Z"}
2023-12-12 12:58:14 {"sensorData": "84","sensorId": "Ifu3jM","timestamp": "2023-12-12T11:58:14.401Z"}
2023-12-12 12:58:14 {"sensorData": "78","sensorId": "PlMQFn","timestamp": "2023-12-12T11:58:14.427Z"}
2023-12-12 12:58:14 {"sensorData": "94","sensorId": "GBcHvN","timestamp": "2023-12-12T11:58:14.452Z"}
2023-12-12 12:58:14 {"sensorData": "16","sensorId": "KGTpRi","timestamp": "2023-12-12T11:58:14.477Z"}
2023-12-12 12:58:14 {"sensorData": "9","sensorId": "xuj3xC","timestamp": "2023-12-12T11:58:14.503Z"}
2023-12-12 12:58:14 {"sensorData": "96","sensorId": "GelmpX","timestamp": "2023-12-12T11:58:14.528Z"}
2023-12-12 12:58:14 {"sensorData": "74","sensorId": "SbQoCQ","timestamp": "2023-12-12T11:58:14.554Z"}
2023-12-12 12:58:14 {"sensorData": "67","sensorId": "WtAuXj","timestamp": "2023-12-12T11:58:14.579Z"}
2023-12-12 12:58:14 {"sensorData": "91","sensorId": "DpCYIK","timestamp": "2023-12-12T11:58:14.605Z"}
2023-12-12 12:58:14 {"sensorData": "67","sensorId": "5czAgK","timestamp": "2023-12-12T11:58:14.630Z"}
